E1 2×2 消融（SAM3/CropFormer × label-bound/per-crop，分割 AP 类无关）
arm,AP,AP50,AP25,note
A,0.2181,0.3926,0.6015,SAM3 + label-bound text（README 原值 21.81/39.26/60.15 %）
B,0.2005,0.3736,0.5866,SAM3 + per-crop CLIP
C,0.1860,0.3610,0.5350,CropFormer + per-crop（原 OnlineAnySeg，引用值）
D,0.2182,0.3982,0.5788,CropFormer + label-bound text

E2 NS-Grounding 消融（TABLE II，L0=黑盒 LLM 直出 ✗ vs NS=含 NS-Grounding ✓；在流式重建实例上评测，非完整 GT 点云；Acc@0.3/0.5 为 %，MeanDist 为 m）
LLM,NS-Grounding,NR3D_MeanDist,NR3D_Acc03,NR3D_Acc05,SR3D_MeanDist,SR3D_Acc03,SR3D_Acc05
Qwen3-plus,✗,1.36,38.7,43.5,1.32,53.8,54.8
Qwen3-plus,✓,1.02,56.3,58.8,0.96,64.7,65.9
deepseek-v3.2,✗,1.33,42.0,44.6,1.24,53.1,54.1
deepseek-v3.2,✓,1.27,51.1,54.3,1.00,64.8,66.0
GLM-5,✗,1.35,37.8,41.5,1.28,52.5,51.9
GLM-5,✓,1.18,50.2,53.4,0.97,65.6,67.0

E2 外部定位基线 CSVG（NR3D/SR3D，qwen-turbo 生成）
dataset,method,processed,skipped,mean_dist,acc03m_pred,acc05m_pred,acc03m_all,acc05m_all,coverage,selacc_all,selacc_covered,not_reconstructed,no_prediction,wrong_selection,hallucinated
NR3D,CSVG,1450,0,1.099288,0.544020,0.574751,0.451724,0.477241,0.962759,0.455862,0.473496,54,242,269,224
SR3D,CSVG,5247,0,1.338104,0.509593,0.519713,0.460644,0.469792,0.971603,0.463694,0.477246,149,487,1074,1104

E3 词表规模 vs 运行时（SAM3 分割帧）
vocab_V,median_latency_ms,FPS_eff,peak_mem_MB,segments,oom
10,311.0,3.22,16105.3,8,0
30,508.9,1.97,16098.1,11,0
50,761.7,1.31,16094.7,12,0
100,1626.6,0.61,16083.8,17,0

E4 scorer 逐个消融（Acc@0.5m@pred）
config,acc05m_pred,delta_vs_full,mean_dist
full,0.6224,—,0.914
-contact,0.5612,-6.1,1.050
-dir,0.5714,-5.1,1.024
-vert,0.5714,-5.1,0.997
-between,0.5816,-4.1,1.034
-rank,0.5918,-3.1,0.968
-side,0.6020,-2.0,0.922
-near,0.6735,+5.1,0.899
-all7,0.3980,-22.4,1.472

E4 关系覆盖分析 rel_type 频率（99 查询，parse 失败 0，无关系 0）
rel_type,count,pct_of_queries
near,16,16.2
between,15,15.2
closest_to,13,13.1
above,12,12.1
same_side_as,11,11.1
on_top_of,9,9.1
right_of,8,8.1
under,7,7.1
front_of,6,6.1
behind,6,6.1
farthest_from,5,5.1
below,3,3.0
not_with_object,1,1.0
on_wall,1,1.0
left_of,1,1.0
with_object,1,1.0
has_on_it,1,1.0

E4 scorer 覆盖（查询触及 ≥1 条该 scorer 的关系）
scorer,queries,pct_of_queries
dir,21,21.2
near,16,16.2
rank,18,18.2
vert,15,15.2
contact,16,16.2
side,11,11.1
between,15,15.2

E5 端到端 FPS（RTX 3090，同 5 场景）
scene,A_arm_SAM3_FPS,C_arm_CropFormer_FPS
scene0432_00,11.42,5.50
scene0527_00,10.71,4.82
scene0559_00,10.62,4.41
scene0494_00,10.82,6.60
scene0689_00,11.04,5.25
mean,10.92,5.32

E5 per-stage 吞吐（各阶段独立 fps）
stage,A_arm_SAM3,C_arm_CropFormer
分割,4.16 call/s (avg 241 ms),0.89 frame/s (avg 1099 ms)
融合,3.03 frame/s (avg 330 ms),2.41 frame/s (avg 453 ms)
合并,2.05 merge/s (avg 487 ms),1.50 merge/s (avg 1307 ms)

E7 语义绑定消融（同 SAM3 实例 mask、同 CLIP、同 OVI-MAP 协议 eval_per_class_IoU，ScanNet200；单场景 scene0025_00 冒烟值，* 待填 30 场景全量均值）
semantic_binding,mIoU,mAcc,VLM_queries_per_instance
label-mediated (ours),0.27,0.32,0
post-hoc VLM assignment (OVI-MAP-style),0.12,0.17,53

E7 OVI-MAP 语义对比（eval_per_class_IoU，30 场景，label-bound arm A）
arm,scenes,mIoU,mAcc
A label-bound,30,0.3000,0.3915

E8 SceneNN 证据（词表覆盖/实例匹配召回/类匹配顶点覆盖，11 场景，054 无 ckpt）
metric,value
GT 实例词表内覆盖率（12 scene）,61.3%
GT 顶点词表内覆盖率,86.8%
vocab-in 实例匹配召回 @IoU0.5 / @0.25,56.7% / 85.1%
vocab-out 实例匹配召回 @IoU0.5 / @0.25,37.8% / 61.3%
vocab-in 类匹配顶点覆盖（物体类）,66.9%（61.1%）
vocab-out 类匹配顶点覆盖,0.0%（构造性）
GT 未标注（class-0）顶点占比（场景平均）,~28%
词表外实例占比（otherprops 等）,38.7%（otherprops 33.8%）

E9 退化鲁棒性（10 场景，200 帧逐帧分割，none 复用 e5 基线）
condition,AP,AP50,AP25
none,0.2143,0.3947,0.6170
